Format,Scope,Constraint,Lobby size
Free Pick,Nationality: Sweden,3 per club,4
Free Pick,Nationality: Sweden,3 per club,5
Free Pick,Nationality: Sweden,1 per nationality,2
Free Pick,Nationality: Sweden,1 per nationality,3
Free Pick,Nationality: Sweden,1 per nationality,4
Free Pick,Nationality: Sweden,1 per nationality,5
Free Pick,Nationality: Sweden,3 per nationality,2
Free Pick,Nationality: Sweden,3 per nationality,3
Free Pick,Nationality: Sweden,3 per nationality,4
Free Pick,Nationality: Sweden,3 per nationality,5
Free Pick,Nationality: Switzerland,No constraints,2
Free Pick,Nationality: Switzerland,No constraints,3
Free Pick,Nationality: Switzerland,No constraints,4
Free Pick,Nationality: Switzerland,No constraints,5
Free Pick,Nationality: Switzerland,1 per club,2
Free Pick,Nationality: Switzerland,1 per club,3
Free Pick,Nationality: Switzerland,1 per club,4
Free Pick,Nationality: Switzerland,1 per club,5
Free Pick,Nationality: Switzerland,3 per club,2
Free Pick,Nationality: Switzerland,3 per club,3
Free Pick,Nationality: Switzerland,3 per club,4
Free Pick,Nationality: Switzerland,3 per club,5
Free Pick,Nationality: Switzerland,1 per nationality,2
Free Pick,Nationality: Switzerland,1 per nationality,3
Free Pick,Nationality: Switzerland,1 per nationality,4
Free Pick,Nationality: Switzerland,1 per nationality,5
Free Pick,Nationality: Switzerland,3 per nationality,2
Free Pick,Nationality: Switzerland,3 per nationality,3
Free Pick,Nationality: Switzerland,3 per nationality,4
Free Pick,Nationality: Switzerland,3 per nationality,5
Free Pick,Nationality: Tunisia,No constraints,2
Free Pick,Nationality: Tunisia,No constraints,3
Free Pick,Nationality: Tunisia,No constraints,4
Free Pick,Nationality: Tunisia,No constraints,5
Free Pick,Nationality: Tunisia,1 per club,2
Free Pick,Nationality: Tunisia,1 per club,3
Free Pick,Nationality: Tunisia,1 per club,4
Free Pick,Nationality: Tunisia,1 per club,5
Free Pick,Nationality: Tunisia,3 per club,2
Free Pick,Nationality: Tunisia,3 per club,3
Free Pick,Nationality: Tunisia,3 per club,4
Free Pick,Nationality: Tunisia,3 per club,5
Free Pick,Nationality: Tunisia,1 per nationality,2
Free Pick,Nationality: Tunisia,1 per nationality,3
Free Pick,Nationality: Tunisia,1 per nationality,4
Free Pick,Nationality: Tunisia,1 per nationality,5
Free Pick,Nationality: Tunisia,3 per nationality,2
Free Pick,Nationality: Tunisia,3 per nationality,3
Free Pick,Nationality: Tunisia,3 per nationality,4
Free Pick,Nationality: Tunisia,3 per nationality,5
Free Pick,Nationality: Türkiye,No constraints,2
Free Pick,Nationality: Türkiye,No constraints,3
Free Pick,Nationality: Türkiye,No constraints,4
Free Pick,Nationality: Türkiye,No constraints,5
Free Pick,Nationality: Türkiye,1 per club,2
Free Pick,Nationality: Türkiye,1 per club,3
Free Pick,Nationality: Türkiye,1 per club,4
Free Pick,Nationality: Türkiye,1 per club,5
Free Pick,Nationality: Türkiye,3 per club,2
Free Pick,Nationality: Türkiye,3 per club,3
Free Pick,Nationality: Türkiye,3 per club,4
Free Pick,Nationality: Türkiye,3 per club,5
Free Pick,Nationality: Türkiye,1 per nationality,2
Free Pick,Nationality: Türkiye,1 per nationality,3
Free Pick,Nationality: Türkiye,1 per nationality,4
Free Pick,Nationality: Türkiye,1 per nationality,5
Free Pick,Nationality: Türkiye,3 per nationality,2
Free Pick,Nationality: Türkiye,3 per nationality,3
Free Pick,Nationality: Türkiye,3 per nationality,4
Free Pick,Nationality: Türkiye,3 per nationality,5
Free Pick,Nationality: U.S.A.,No constraints,2
Free Pick,Nationality: U.S.A.,No constraints,3
Free Pick,Nationality: U.S.A.,No constraints,4
Free Pick,Nationality: U.S.A.,No constraints,5
Free Pick,Nationality: U.S.A.,1 per club,2
Free Pick,Nationality: U.S.A.,1 per club,3
Free Pick,Nationality: U.S.A.,1 per club,4
Free Pick,Nationality: U.S.A.,1 per club,5
Free Pick,Nationality: U.S.A.,3 per club,2
Free Pick,Nationality: U.S.A.,3 per club,3
Free Pick,Nationality: U.S.A.,3 per club,4
Free Pick,Nationality: U.S.A.,3 per club,5
Free Pick,Nationality: U.S.A.,1 per nationality,2
Free Pick,Nationality: U.S.A.,1 per nationality,3
Free Pick,Nationality: U.S.A.,1 per nationality,4
Free Pick,Nationality: U.S.A.,1 per nationality,5
Free Pick,Nationality: U.S.A.,3 per nationality,2
Free Pick,Nationality: U.S.A.,3 per nationality,3
Free Pick,Nationality: U.S.A.,3 per nationality,4
Free Pick,Nationality: U.S.A.,3 per nationality,5
Free Pick,Nationality: Ukraine,No constraints,2
Free Pick,Nationality: Ukraine,No constraints,3
Free Pick,Nationality: Ukraine,No constraints,4
Free Pick,Nationality: Ukraine,No constraints,5
Free Pick,Nationality: Ukraine,1 per club,2
Free Pick,Nationality: Ukraine,1 per club,3
Free Pick,Nationality: Ukraine,1 per club,4
Free Pick,Nationality: Ukraine,1 per club,5
Free Pick,Nationality: Ukraine,3 per club,2
Free Pick,Nationality: Ukraine,3 per club,3
Free Pick,Nationality: Ukraine,3 per club,4
Free Pick,Nationality: Ukraine,3 per club,5
Free Pick,Nationality: Ukraine,1 per nationality,2
Free Pick,Nationality: Ukraine,1 per nationality,3
Free Pick,Nationality: Ukraine,1 per nationality,4
Free Pick,Nationality: Ukraine,1 per nationality,5
Free Pick,Nationality: Ukraine,3 per nationality,2
Free Pick,Nationality: Ukraine,3 per nationality,3
Free Pick,Nationality: Ukraine,3 per nationality,4
Free Pick,Nationality: Ukraine,3 per nationality,5
Free Pick,Nationality: Uruguay,No constraints,2
Free Pick,Nationality: Uruguay,No constraints,3
Free Pick,Nationality: Uruguay,No constraints,4
Free Pick,Nationality: Uruguay,No constraints,5
Free Pick,Nationality: Uruguay,1 per club,2
Free Pick,Nationality: Uruguay,1 per club,3
Free Pick,Nationality: Uruguay,1 per club,4
Free Pick,Nationality: Uruguay,1 per club,5
Free Pick,Nationality: Uruguay,3 per club,2
Free Pick,Nationality: Uruguay,3 per club,3
Free Pick,Nationality: Uruguay,3 per club,4
Free Pick,Nationality: Uruguay,3 per club,5
Free Pick,Nationality: Uruguay,1 per nationality,2
Free Pick,Nationality: Uruguay,1 per nationality,3
Free Pick,Nationality: Uruguay,1 per nationality,4
Free Pick,Nationality: Uruguay,1 per nationality,5
Free Pick,Nationality: Uruguay,3 per nationality,2
Free Pick,Nationality: Uruguay,3 per nationality,3
Free Pick,Nationality: Uruguay,3 per nationality,4
Free Pick,Nationality: Uruguay,3 per nationality,5
Free Pick,Nationality: Venezuela,No constraints,2
Free Pick,Nationality: Venezuela,No constraints,3
Free Pick,Nationality: Venezuela,No constraints,4
Free Pick,Nationality: Venezuela,No constraints,5
Free Pick,Nationality: Venezuela,1 per club,2
Free Pick,Nationality: Venezuela,1 per club,3
Free Pick,Nationality: Venezuela,1 per club,4
Free Pick,Nationality: Venezuela,1 per club,5
Free Pick,Nationality: Venezuela,3 per club,2
Free Pick,Nationality: Venezuela,3 per club,3
Free Pick,Nationality: Venezuela,3 per club,4
Free Pick,Nationality: Venezuela,3 per club,5
Free Pick,Nationality: Venezuela,1 per nationality,2
Free Pick,Nationality: Venezuela,1 per nationality,3
Free Pick,Nationality: Venezuela,1 per nationality,4
Free Pick,Nationality: Venezuela,1 per nationality,5
Free Pick,Nationality: Venezuela,3 per nationality,2
Free Pick,Nationality: Venezuela,3 per nationality,3
Free Pick,Nationality: Venezuela,3 per nationality,4
Free Pick,Nationality: Venezuela,3 per nationality,5
Free Pick,Nationality: Wales,No constraints,2
Free Pick,Nationality: Wales,No constraints,3
Free Pick,Nationality: Wales,No constraints,4
Free Pick,Nationality: Wales,No constraints,5
Free Pick,Nationality: Wales,1 per club,2
Free Pick,Nationality: Wales,1 per club,3
Free Pick,Nationality: Wales,1 per club,4
Free Pick,Nationality: Wales,1 per club,5
Free Pick,Nationality: Wales,3 per club,2
Free Pick,Nationality: Wales,3 per club,3
Free Pick,Nationality: Wales,3 per club,4
Free Pick,Nationality: Wales,3 per club,5
Free Pick,Nationality: Wales,1 per nationality,2
Free Pick,Nationality: Wales,1 per nationality,3
Free Pick,Nationality: Wales,1 per nationality,4
Free Pick,Nationality: Wales,1 per nationality,5
Free Pick,Nationality: Wales,3 per nationality,2
Free Pick,Nationality: Wales,3 per nationality,3
Free Pick,Nationality: Wales,3 per nationality,4
Free Pick,Nationality: Wales,3 per nationality,5
Spin the Wheel,All players,Not applicable,2
Spin the Wheel,All players,Not applicable,3
Spin the Wheel,All players,Not applicable,4
Spin the Wheel,All players,Not applicable,5
Spin the Wheel,Top 5 leagues,Not applicable,2
Spin the Wheel,Top 5 leagues,Not applicable,3
Spin the Wheel,Top 5 leagues,Not applicable,4
Spin the Wheel,Top 5 leagues,Not applicable,5
Spin the Wheel,League: Serie A,Not applicable,2
Spin the Wheel,League: Serie A,Not applicable,3
Spin the Wheel,League: Serie A,Not applicable,4
Spin the Wheel,League: Serie A,Not applicable,5
Spin the Wheel,League: Premier Division,Not applicable,2
Spin the Wheel,League: Premier Division,Not applicable,3
Spin the Wheel,League: Premier Division,Not applicable,4
Spin the Wheel,League: Premier Division,Not applicable,5
Spin the Wheel,League: First Division,Not applicable,2
Spin the Wheel,League: First Division,Not applicable,3
Spin the Wheel,League: First Division,Not applicable,4
Spin the Wheel,League: First Division,Not applicable,5
Spin the Wheel,League: Bundesliga,Not applicable,2
Spin the Wheel,League: Bundesliga,Not applicable,3
Spin the Wheel,League: Bundesliga,Not applicable,4
Spin the Wheel,League: Bundesliga,Not applicable,5
Spin the Wheel,League: Ligue 1 Uber Eats,Not applicable,2
Spin the Wheel,League: Ligue 1 Uber Eats,Not applicable,3
Spin the Wheel,League: Ligue 1 Uber Eats,Not applicable,4
Spin the Wheel,League: Ligue 1 Uber Eats,Not applicable,5
Spin the Wheel,Nationality: Algeria,Not applicable,2
Spin the Wheel,Nationality: Algeria,Not applicable,3
Spin the Wheel,Nationality: Algeria,Not applicable,4
Spin the Wheel,Nationality: Algeria,Not applicable,5
Spin the Wheel,Nationality: Argentina,Not applicable,2
Spin the Wheel,Nationality: Argentina,Not applicable,3
Spin the Wheel,Nationality: Argentina,Not applicable,4
Spin the Wheel,Nationality: Argentina,Not applicable,5
Spin the Wheel,Nationality: Armenia,Not applicable,2
Spin the Wheel,Nationality: Armenia,Not applicable,3
Spin the Wheel,Nationality: Armenia,Not applicable,4
Spin the Wheel,Nationality: Armenia,Not applicable,5
Spin the Wheel,Nationality: Austria,Not applicable,2
Spin the Wheel,Nationality: Austria,Not applicable,3
Spin the Wheel,Nationality: Austria,Not applicable,4
Spin the Wheel,Nationality: Austria,Not applicable,5
Spin the Wheel,Nationality: Belgium,Not applicable,2
Spin the Wheel,Nationality: Belgium,Not applicable,3
Spin the Wheel,Nationality: Belgium,Not applicable,4
Spin the Wheel,Nationality: Belgium,Not applicable,5
Spin the Wheel,Nationality: Bosnia & Herzegovina,Not applicable,2
Spin the Wheel,Nationality: Bosnia & Herzegovina,Not applicable,3
Spin the Wheel,Nationality: Bosnia & Herzegovina,Not applicable,4
Spin the Wheel,Nationality: Bosnia & Herzegovina,Not applicable,5
Spin the Wheel,Nationality: Brazil,Not applicable,2
Spin the Wheel,Nationality: Brazil,Not applicable,3
Spin the Wheel,Nationality: Brazil,Not applicable,4
Spin the Wheel,Nationality: Brazil,Not applicable,5
Spin the Wheel,Nationality: Burkina Faso,Not applicable,2
Spin the Wheel,Nationality: Burkina Faso,Not applicable,3
Spin the Wheel,Nationality: Burkina Faso,Not applicable,4
Spin the Wheel,Nationality: Burkina Faso,Not applicable,5
Spin the Wheel,Nationality: Cameroon,Not applicable,2
Spin the Wheel,Nationality: Cameroon,Not applicable,3
Spin the Wheel,Nationality: Cameroon,Not applicable,4
Spin the Wheel,Nationality: Cameroon,Not applicable,5
Spin the Wheel,Nationality: Canada,Not applicable,2
Spin the Wheel,Nationality: Canada,Not applicable,3
Spin the Wheel,Nationality: Canada,Not applicable,4
Spin the Wheel,Nationality: Canada,Not applicable,5
Spin the Wheel,Nationality: Central African Rep.,Not applicable,2
Spin the Wheel,Nationality: Central African Rep.,Not applicable,3
Spin the Wheel,Nationality: Central African Rep.,Not applicable,4
Spin the Wheel,Nationality: Central African Rep.,Not applicable,5
Spin the Wheel,Nationality: Colombia,Not applicable,2
Spin the Wheel,Nationality: Colombia,Not applicable,3
Spin the Wheel,Nationality: Colombia,Not applicable,4
Spin the Wheel,Nationality: Colombia,Not applicable,5
Spin the Wheel,Nationality: Costa Rica,Not applicable,2
Spin the Wheel,Nationality: Costa Rica,Not applicable,3
Spin the Wheel,Nationality: Costa Rica,Not applicable,4
Spin the Wheel,Nationality: Costa Rica,Not applicable,5
Spin the Wheel,Nationality: Croatia,Not applicable,2
Spin the Wheel,Nationality: Croatia,Not applicable,3
Spin the Wheel,Nationality: Croatia,Not applicable,4
Spin the Wheel,Nationality: Croatia,Not applicable,5
Spin the Wheel,Nationality: Czechia,Not applicable,2
Spin the Wheel,Nationality: Czechia,Not applicable,3
Spin the Wheel,Nationality: Czechia,Not applicable,4
Spin the Wheel,Nationality: Czechia,Not applicable,5
Spin the Wheel,Nationality: Denmark,Not applicable,2
Spin the Wheel,Nationality: Denmark,Not applicable,3
Spin the Wheel,Nationality: Denmark,Not applicable,4
Spin the Wheel,Nationality: Denmark,Not applicable,5
Spin the Wheel,Nationality: Ecuador,Not applicable,2
Spin the Wheel,Nationality: Ecuador,Not applicable,3
Spin the Wheel,Nationality: Ecuador,Not applicable,4
Spin the Wheel,Nationality: Ecuador,Not applicable,5
Spin the Wheel,Nationality: Egypt,Not applicable,2
Spin the Wheel,Nationality: Egypt,Not applicable,3
Spin the Wheel,Nationality: Egypt,Not applicable,4
Spin the Wheel,Nationality: Egypt,Not applicable,5
Spin the Wheel,Nationality: England,Not applicable,2
Spin the Wheel,Nationality: England,Not applicable,3
Spin the Wheel,Nationality: England,Not applicable,4
Spin the Wheel,Nationality: England,Not applicable,5
Spin the Wheel,Nationality: France,Not applicable,2
Spin the Wheel,Nationality: France,Not applicable,3
Spin the Wheel,Nationality: France,Not applicable,4
Spin the Wheel,Nationality: France,Not applicable,5
Spin the Wheel,Nationality: Georgia,Not applicable,2
Spin the Wheel,Nationality: Georgia,Not applicable,3
Spin the Wheel,Nationality: Georgia,Not applicable,4
Spin the Wheel,Nationality: Georgia,Not applicable,5
Spin the Wheel,Nationality: Germany,Not applicable,2
Spin the Wheel,Nationality: Germany,Not applicable,3
Spin the Wheel,Nationality: Germany,Not applicable,4
Spin the Wheel,Nationality: Germany,Not applicable,5
Spin the Wheel,Nationality: Ghana,Not applicable,2
Spin the Wheel,Nationality: Ghana,Not applicable,3
Spin the Wheel,Nationality: Ghana,Not applicable,4
Spin the Wheel,Nationality: Ghana,Not applicable,5
Spin the Wheel,Nationality: Greece,Not applicable,2
Spin the Wheel,Nationality: Greece,Not applicable,3
Spin the Wheel,Nationality: Greece,Not applicable,4
Spin the Wheel,Nationality: Greece,Not applicable,5
Spin the Wheel,Nationality: Guinea,Not applicable,2
Spin the Wheel,Nationality: Guinea,Not applicable,3
Spin the Wheel,Nationality: Guinea,Not applicable,4
Spin the Wheel,Nationality: Guinea,Not applicable,5
Spin the Wheel,Nationality: Guinea-Bissau,Not applicable,2
Spin the Wheel,Nationality: Guinea-Bissau,Not applicable,3
Spin the Wheel,Nationality: Guinea-Bissau,Not applicable,4
Spin the Wheel,Nationality: Guinea-Bissau,Not applicable,5
Spin the Wheel,Nationality: Hungary,Not applicable,2
Spin the Wheel,Nationality: Hungary,Not applicable,3
Spin the Wheel,Nationality: Hungary,Not applicable,4
Spin the Wheel,Nationality: Hungary,Not applicable,5
Spin the Wheel,Nationality: Iceland,Not applicable,2
Spin the Wheel,Nationality: Iceland,Not applicable,3
Spin the Wheel,Nationality: Iceland,Not applicable,4
Spin the Wheel,Nationality: Iceland,Not applicable,5
Spin the Wheel,Nationality: Italy,Not applicable,2
Spin the Wheel,Nationality: Italy,Not applicable,3
Spin the Wheel,Nationality: Italy,Not applicable,4
Spin the Wheel,Nationality: Italy,Not applicable,5
Spin the Wheel,Nationality: Ivory Coast,Not applicable,2
Spin the Wheel,Nationality: Ivory Coast,Not applicable,3
Spin the Wheel,Nationality: Ivory Coast,Not applicable,4
Spin the Wheel,Nationality: Ivory Coast,Not applicable,5
Spin the Wheel,Nationality: Jamaica,Not applicable,2
Spin the Wheel,Nationality: Jamaica,Not applicable,3
Spin the Wheel,Nationality: Jamaica,Not applicable,4
Spin the Wheel,Nationality: Jamaica,Not applicable,5
Spin the Wheel,Nationality: Japan,Not applicable,2
Spin the Wheel,Nationality: Japan,Not applicable,3
Spin the Wheel,Nationality: Japan,Not applicable,4
Spin the Wheel,Nationality: Japan,Not applicable,5
Spin the Wheel,Nationality: Kosovo,Not applicable,2
Spin the Wheel,Nationality: Kosovo,Not applicable,3
Spin the Wheel,Nationality: Kosovo,Not applicable,4
Spin the Wheel,Nationality: Kosovo,Not applicable,5
Spin the Wheel,Nationality: Mali,Not applicable,2
Spin the Wheel,Nationality: Mali,Not applicable,3
Spin the Wheel,Nationality: Mali,Not applicable,4
Spin the Wheel,Nationality: Mali,Not applicable,5
Spin the Wheel,Nationality: Mexico,Not applicable,2
Spin the Wheel,Nationality: Mexico,Not applicable,3
Spin the Wheel,Nationality: Mexico,Not applicable,4
Spin the Wheel,Nationality: Mexico,Not applicable,5
Spin the Wheel,Nationality: Montenegro,Not applicable,2
Spin the Wheel,Nationality: Montenegro,Not applicable,3
Spin the Wheel,Nationality: Montenegro,Not applicable,4
Spin the Wheel,Nationality: Montenegro,Not applicable,5
Spin the Wheel,Nationality: Morocco,Not applicable,2
Spin the Wheel,Nationality: Morocco,Not applicable,3
Spin the Wheel,Nationality: Morocco,Not applicable,4
Spin the Wheel,Nationality: Morocco,Not applicable,5
Spin the Wheel,Nationality: Mozambique,Not applicable,2
Spin the Wheel,Nationality: Mozambique,Not applicable,3
Spin the Wheel,Nationality: Mozambique,Not applicable,4
Spin the Wheel,Nationality: Mozambique,Not applicable,5
Spin the Wheel,Nationality: Netherlands,Not applicable,2
Spin the Wheel,Nationality: Netherlands,Not applicable,3
Spin the Wheel,Nationality: Netherlands,Not applicable,4
Spin the Wheel,Nationality: Netherlands,Not applicable,5
Spin the Wheel,Nationality: Nigeria,Not applicable,2
Spin the Wheel,Nationality: Nigeria,Not applicable,3
Spin the Wheel,Nationality: Nigeria,Not applicable,4
Spin the Wheel,Nationality: Nigeria,Not applicable,5
Spin the Wheel,Nationality: North Macedonia,Not applicable,2
Spin the Wheel,Nationality: North Macedonia,Not applicable,3
Spin the Wheel,Nationality: North Macedonia,Not applicable,4
Spin the Wheel,Nationality: North Macedonia,Not applicable,5
Spin the Wheel,Nationality: Norway,Not applicable,2
Spin the Wheel,Nationality: Norway,Not applicable,3
Spin the Wheel,Nationality: Norway,Not applicable,4
Spin the Wheel,Nationality: Norway,Not applicable,5
Spin the Wheel,Nationality: Poland,Not applicable,2
Spin the Wheel,Nationality: Poland,Not applicable,3
Spin the Wheel,Nationality: Poland,Not applicable,4
Spin the Wheel,Nationality: Poland,Not applicable,5
Spin the Wheel,Nationality: Portugal,Not applicable,2
Spin the Wheel,Nationality: Portugal,Not applicable,3
Spin the Wheel,Nationality: Portugal,Not applicable,4
Spin the Wheel,Nationality: Portugal,Not applicable,5
Spin the Wheel,Nationality: Russia,Not applicable,2
Spin the Wheel,Nationality: Russia,Not applicable,3
Spin the Wheel,Nationality: Russia,Not applicable,4
Spin the Wheel,Nationality: Russia,Not applicable,5
Spin the Wheel,Nationality: Scotland,Not applicable,2
Spin the Wheel,Nationality: Scotland,Not applicable,3
Spin the Wheel,Nationality: Scotland,Not applicable,4
Spin the Wheel,Nationality: Scotland,Not applicable,5
Spin the Wheel,Nationality: Senegal,Not applicable,2
Spin the Wheel,Nationality: Senegal,Not applicable,3
Spin the Wheel,Nationality: Senegal,Not applicable,4
Spin the Wheel,Nationality: Senegal,Not applicable,5
Spin the Wheel,Nationality: Serbia,Not applicable,2
Spin the Wheel,Nationality: Serbia,Not applicable,3
Spin the Wheel,Nationality: Serbia,Not applicable,4
Spin the Wheel,Nationality: Serbia,Not applicable,5
Spin the Wheel,Nationality: Slovakia,Not applicable,2
Spin the Wheel,Nationality: Slovakia,Not applicable,3
Spin the Wheel,Nationality: Slovakia,Not applicable,4
Spin the Wheel,Nationality: Slovakia,Not applicable,5
Spin the Wheel,Nationality: Slovenia,Not applicable,2
Spin the Wheel,Nationality: Slovenia,Not applicable,3
Spin the Wheel,Nationality: Slovenia,Not applicable,4
Spin the Wheel,Nationality: Slovenia,Not applicable,5
Spin the Wheel,Nationality: South Korea,Not applicable,2
Spin the Wheel,Nationality: South Korea,Not applicable,3
Spin the Wheel,Nationality: South Korea,Not applicable,4
Spin the Wheel,Nationality: South Korea,Not applicable,5
Spin the Wheel,Nationality: Spain,Not applicable,2
Spin the Wheel,Nationality: Spain,Not applicable,3
Spin the Wheel,Nationality: Spain,Not applicable,4
Spin the Wheel,Nationality: Spain,Not applicable,5
Spin the Wheel,Nationality: Sweden,Not applicable,2
Spin the Wheel,Nationality: Sweden,Not applicable,3
Spin the Wheel,Nationality: Sweden,Not applicable,4
Spin the Wheel,Nationality: Sweden,Not applicable,5
Spin the Wheel,Nationality: Switzerland,Not applicable,2
Spin the Wheel,Nationality: Switzerland,Not applicable,3
Spin the Wheel,Nationality: Switzerland,Not applicable,4
Spin the Wheel,Nationality: Switzerland,Not applicable,5
Spin the Wheel,Nationality: Tunisia,Not applicable,2
Spin the Wheel,Nationality: Tunisia,Not applicable,3
Spin the Wheel,Nationality: Tunisia,Not applicable,4
Spin the Wheel,Nationality: Tunisia,Not applicable,5
Spin the Wheel,Nationality: Türkiye,Not applicable,2
Spin the Wheel,Nationality: Türkiye,Not applicable,3
Spin the Wheel,Nationality: Türkiye,Not applicable,4
Spin the Wheel,Nationality: Türkiye,Not applicable,5
Spin the Wheel,Nationality: U.S.A.,Not applicable,2
Spin the Wheel,Nationality: U.S.A.,Not applicable,3
Spin the Wheel,Nationality: U.S.A.,Not applicable,4
Spin the Wheel,Nationality: U.S.A.,Not applicable,5
Spin the Wheel,Nationality: Ukraine,Not applicable,2
Spin the Wheel,Nationality: Ukraine,Not applicable,3
Spin the Wheel,Nationality: Ukraine,Not applicable,4
Spin the Wheel,Nationality: Ukraine,Not applicable,5
Spin the Wheel,Nationality: Uruguay,Not applicable,2
Spin the Wheel,Nationality: Uruguay,Not applicable,3
Spin the Wheel,Nationality: Uruguay,Not applicable,4
Spin the Wheel,Nationality: Uruguay,Not applicable,5
Spin the Wheel,Nationality: Venezuela,Not applicable,2
Spin the Wheel,Nationality: Venezuela,Not applicable,3
Spin the Wheel,Nationality: Venezuela,Not applicable,4
Spin the Wheel,Nationality: Venezuela,Not applicable,5
Spin the Wheel,Nationality: Wales,Not applicable,2
Spin the Wheel,Nationality: Wales,Not applicable,3
Spin the Wheel,Nationality: Wales,Not applicable,4
Spin the Wheel,Nationality: Wales,Not applicable,5
