Format,Scope,Constraint,Lobby size,Result,Simulations run,Detail
Free Pick,Nationality: Sweden,No constraints,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: Sweden,1 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 3
Free Pick,Nationality: Sweden,1 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Sweden,1 per club,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Sweden,1 per club,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Sweden,3 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 3
Free Pick,Nationality: Sweden,3 per club,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Sweden,3 per club,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Sweden,3 per club,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: Sweden,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Sweden,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Sweden,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 2
Free Pick,Nationality: Sweden,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 2
Free Pick,Nationality: Sweden,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 3
Free Pick,Nationality: Sweden,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Sweden,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: Sweden,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 2
Free Pick,Nationality: Switzerland,No constraints,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 5
Free Pick,Nationality: Switzerland,No constraints,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 3
Free Pick,Nationality: Switzerland,No constraints,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 3
Free Pick,Nationality: Switzerland,No constraints,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 2
Free Pick,Nationality: Switzerland,1 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 5
Free Pick,Nationality: Switzerland,1 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 3
Free Pick,Nationality: Switzerland,1 per club,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 3
Free Pick,Nationality: Switzerland,1 per club,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 2
Free Pick,Nationality: Switzerland,3 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 4
Free Pick,Nationality: Switzerland,3 per club,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 3
Free Pick,Nationality: Switzerland,3 per club,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Switzerland,3 per club,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Switzerland,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Switzerland,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Switzerland,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Switzerland,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: Switzerland,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 4
Free Pick,Nationality: Switzerland,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 3
Free Pick,Nationality: Switzerland,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 3
Free Pick,Nationality: Switzerland,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Tunisia,No constraints,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Tunisia,No constraints,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Tunisia,No constraints,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Tunisia,No constraints,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Tunisia,1 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Tunisia,1 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Tunisia,1 per club,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Tunisia,1 per club,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Tunisia,3 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Tunisia,3 per club,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Tunisia,3 per club,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Tunisia,3 per club,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Tunisia,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Tunisia,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Tunisia,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Tunisia,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 1
Free Pick,Nationality: Tunisia,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Tunisia,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Tunisia,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Tunisia,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 1
Free Pick,Nationality: Türkiye,No constraints,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Türkiye,No constraints,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Türkiye,No constraints,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Türkiye,No constraints,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 1
Free Pick,Nationality: Türkiye,1 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Türkiye,1 per club,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: Türkiye,1 per club,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Türkiye,1 per club,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Türkiye,3 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Türkiye,3 per club,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Türkiye,3 per club,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Türkiye,3 per club,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Türkiye,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Türkiye,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Türkiye,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Türkiye,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Türkiye,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Türkiye,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Türkiye,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Türkiye,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: U.S.A.,No constraints,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: U.S.A.,No constraints,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: U.S.A.,No constraints,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: U.S.A.,No constraints,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: U.S.A.,1 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: U.S.A.,1 per club,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: U.S.A.,1 per club,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: U.S.A.,1 per club,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: U.S.A.,3 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: U.S.A.,3 per club,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: U.S.A.,3 per club,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: U.S.A.,3 per club,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: U.S.A.,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: U.S.A.,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: U.S.A.,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: U.S.A.,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: U.S.A.,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: U.S.A.,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: U.S.A.,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: U.S.A.,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Ukraine,No constraints,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Ukraine,No constraints,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Ukraine,No constraints,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Ukraine,No constraints,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Ukraine,1 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Ukraine,1 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Ukraine,1 per club,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Ukraine,1 per club,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Ukraine,3 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Ukraine,3 per club,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Ukraine,3 per club,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Ukraine,3 per club,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Ukraine,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Ukraine,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: Ukraine,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Ukraine,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Ukraine,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Ukraine,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: Ukraine,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Ukraine,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 1
Free Pick,Nationality: Uruguay,No constraints,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 6
Free Pick,Nationality: Uruguay,No constraints,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 4
Free Pick,Nationality: Uruguay,No constraints,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 3
Free Pick,Nationality: Uruguay,No constraints,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 3
Free Pick,Nationality: Uruguay,1 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 6
Free Pick,Nationality: Uruguay,1 per club,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 4
Free Pick,Nationality: Uruguay,1 per club,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 3
Free Pick,Nationality: Uruguay,1 per club,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 3
Free Pick,Nationality: Uruguay,3 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 6
Free Pick,Nationality: Uruguay,3 per club,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 4
Free Pick,Nationality: Uruguay,3 per club,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 3
Free Pick,Nationality: Uruguay,3 per club,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 3
Free Pick,Nationality: Uruguay,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Uruguay,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Uruguay,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: Uruguay,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Uruguay,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 4
Free Pick,Nationality: Uruguay,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 4
Free Pick,Nationality: Uruguay,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 3
Free Pick,Nationality: Uruguay,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 3
Free Pick,Nationality: Venezuela,No constraints,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Venezuela,No constraints,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Venezuela,No constraints,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Venezuela,No constraints,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Venezuela,1 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Venezuela,1 per club,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Venezuela,1 per club,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Venezuela,1 per club,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Venezuela,3 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Venezuela,3 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Venezuela,3 per club,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Venezuela,3 per club,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Venezuela,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Venezuela,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Venezuela,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Venezuela,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Venezuela,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Venezuela,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Venezuela,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Venezuela,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 1
Free Pick,Nationality: Wales,No constraints,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Wales,No constraints,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Wales,No constraints,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Wales,No constraints,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Wales,1 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Wales,1 per club,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Wales,1 per club,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Wales,1 per club,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Wales,3 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Wales,3 per club,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Wales,3 per club,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Wales,3 per club,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Wales,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Wales,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Wales,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Wales,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 1
Free Pick,Nationality: Wales,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Wales,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Wales,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Wales,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Spin the Wheel,All players,Not applicable,2,OK,5000,
Spin the Wheel,All players,Not applicable,3,OK,5000,
Spin the Wheel,All players,Not applicable,4,OK,5000,
Spin the Wheel,All players,Not applicable,5,OK,5000,
Spin the Wheel,Top 5 leagues,Not applicable,2,OK,5000,
Spin the Wheel,Top 5 leagues,Not applicable,3,OK,5000,
Spin the Wheel,Top 5 leagues,Not applicable,4,OK,5000,
Spin the Wheel,Top 5 leagues,Not applicable,5,OK,5000,
Spin the Wheel,League: Serie A,Not applicable,2,OK,5000,
Spin the Wheel,League: Serie A,Not applicable,3,OK,5000,
Spin the Wheel,League: Serie A,Not applicable,4,OK,5000,
Spin the Wheel,League: Serie A,Not applicable,5,OK,5000,
Spin the Wheel,League: Premier Division,Not applicable,2,OK,5000,
Spin the Wheel,League: Premier Division,Not applicable,3,OK,5000,
Spin the Wheel,League: Premier Division,Not applicable,4,OK,5000,
Spin the Wheel,League: Premier Division,Not applicable,5,OK,5000,
Spin the Wheel,League: First Division,Not applicable,2,OK,5000,
Spin the Wheel,League: First Division,Not applicable,3,OK,5000,
Spin the Wheel,League: First Division,Not applicable,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 11
Spin the Wheel,League: First Division,Not applicable,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 11
Spin the Wheel,League: Bundesliga,Not applicable,2,OK,5000,
Spin the Wheel,League: Bundesliga,Not applicable,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 11
Spin the Wheel,League: Bundesliga,Not applicable,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 10
Spin the Wheel,League: Bundesliga,Not applicable,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 9
Spin the Wheel,League: Ligue 1 Uber Eats,Not applicable,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 11
Spin the Wheel,League: Ligue 1 Uber Eats,Not applicable,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 9
Spin the Wheel,League: Ligue 1 Uber Eats,Not applicable,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 8
Spin the Wheel,League: Ligue 1 Uber Eats,Not applicable,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 6
Spin the Wheel,Nationality: Algeria,Not applicable,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Spin the Wheel,Nationality: Algeria,Not applicable,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Spin the Wheel,Nationality: Algeria,Not applicable,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Spin the Wheel,Nationality: Algeria,Not applicable,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Spin the Wheel,Nationality: Argentina,Not applicable,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 10
Spin the Wheel,Nationality: Argentina,Not applicable,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 8
Spin the Wheel,Nationality: Argentina,Not applicable,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 7
Spin the Wheel,Nationality: Argentina,Not applicable,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 6
Spin the Wheel,Nationality: Armenia,Not applicable,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Spin the Wheel,Nationality: Armenia,Not applicable,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Spin the Wheel,Nationality: Armenia,Not applicable,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Spin the Wheel,Nationality: Armenia,Not applicable,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Spin the Wheel,Nationality: Austria,Not applicable,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 4
Spin the Wheel,Nationality: Austria,Not applicable,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 3
Spin the Wheel,Nationality: Austria,Not applicable,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 2
Spin the Wheel,Nationality: Austria,Not applicable,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 2
Spin the Wheel,Nationality: Belgium,Not applicable,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 5
Spin the Wheel,Nationality: Belgium,Not applicable,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 4
Spin the Wheel,Nationality: Belgium,Not applicable,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 3
Spin the Wheel,Nationality: Belgium,Not applicable,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 3
Spin the Wheel,Nationality: Bosnia & Herzegovina,Not applicable,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Spin the Wheel,Nationality: Bosnia & Herzegovina,Not applicable,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Spin the Wheel,Nationality: Bosnia & Herzegovina,Not applicable,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Spin the Wheel,Nationality: Bosnia & Herzegovina,Not applicable,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Spin the Wheel,Nationality: Brazil,Not applicable,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 10
Spin the Wheel,Nationality: Brazil,Not applicable,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 10
Spin the Wheel,Nationality: Brazil,Not applicable,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 8
Spin the Wheel,Nationality: Brazil,Not applicable,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 8
Spin the Wheel,Nationality: Burkina Faso,Not applicable,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Spin the Wheel,Nationality: Burkina Faso,Not applicable,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Spin the Wheel,Nationality: Burkina Faso,Not applicable,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Spin the Wheel,Nationality: Burkina Faso,Not applicable,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Spin the Wheel,Nationality: Cameroon,Not applicable,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Spin the Wheel,Nationality: Cameroon,Not applicable,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Spin the Wheel,Nationality: Cameroon,Not applicable,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Spin the Wheel,Nationality: Cameroon,Not applicable,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Spin the Wheel,Nationality: Canada,Not applicable,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Spin the Wheel,Nationality: Canada,Not applicable,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Spin the Wheel,Nationality: Canada,Not applicable,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Spin the Wheel,Nationality: Canada,Not applicable,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Spin the Wheel,Nationality: Central African Rep.,Not applicable,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Spin the Wheel,Nationality: Central African Rep.,Not applicable,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Spin the Wheel,Nationality: Central African Rep.,Not applicable,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
